Año,Mes, Siniestro ocurrido 
2017,12," 1,558,577.87 "
2018,10," 912,581.11 "
2017,1," 686,879.15 "
2017,2," 525,975.14 "
2018,11," 482,845.83 "
2017,3," 428,699.18 "
2020,1," 248,740.13 "
2016,11," 660,321.15 "
2020,8," 89,852.53 "
2018,10," 316,240.92 "
2017,4," 118,042.98 "
2018,7," 31,881.85 "
2017,5," 313,242.43 "
2020,7," 240,740.73 "
2019,2," 62,359.95 "
2016,7," 300,027.73 "
2019,11," 2,979,645.24 "
2016,12," 1,425,001.70 "
2019,4," 173,861.24 "
2020,9," 380,513.36 "
2019,12," 5,579,308.63 "
2017,1," 5,139,929.55 "
2018,10," 730,231.92 "
2018,8," 387,453.94 "
2016,12," 2,287,403.06 "
2018,12," 2,992,642.55 "
2018,4," 176,073.05 "
2017,8," 708,375.26 "
2019,7," 235,309.98 "
2020,6," 226,225.11 "
2017,1," 102,351.78 "
2018,10," 1,039,923.83 "
2019,8," 186,035.09 "
2017,12," 102,448.26 "
2019,9," 217,152.83 "
2017,2," 2,470,418.37 "
2018,9," 541,141.07 "
2019,11," 3,304,905.39 "
2017,6," 188,712.23 "
2018,2," 312,750.87 "
2018,10," 1,148,534.73 "
2018,5," 131,295.63 "
2018,4," 352,455.12 "
2018,10," 159,294.40 "
2019,2," 169,916.28 "
2016,11," 406,853.45 "
2019,10," 218,299.51 "
2020,9," 234,777.26 "
2016,12," 2,071,128.98 "
2019,12," 1,296,075.45 "
2017,2," 68,965.05 "
2018,1," 512,527.60 "
2018,7," 601,561.41 "
2019,2," 55,672.75 "
2017,5," 588,908.90 "
2016,7," 596,474.58 "
2016,7," 306,169.72 "
2018,10," 1,808,937.03 "
2019,1," 178,610.25 "
2019,4," 128,623.59 "
2017,6," 180,906.41 "
2018,3," 963,209.49 "
2019,1," 254,349.77 "
2019,4," 88,339.96 "
2019,12," 317,818.45 "
2017,1," 172,417.11 "
2019,11," 208,204.62 "
2018,10," 784,666.82 "
2017,2," 1,001,859.72 "
2017,12," 452,997.66 "
2019,6," 701,331.32 "
2020,2," 169,334.53 "
2019,4," 204,999.23 "
2016,11," 89,027.60 "
2018,8," 215,430.93 "
2018,6," 790,181.57 "
2019,2," 266,552.31 "
2018,11," 278,081.15 "
2017,5," 280,012.46 "
2018,12," 152,269.08 "
2018,1," 118,313.83 "
2018,2," 247,357.64 "
2019,11," 148,736.17 "
2018,7," 363,540.25 "
2019,11," 204,647.91 "
2019,5," 169,063.09 "
2016,4," 160,305.12 "
2018,4," 344,614.13 "
2017,8," 162,387.36 "
2018,10," 594,614.01 "
2017,11," 146,550.51 "
2019,7," 243,122.75 "
2019,6," 42,705.06 "
2019,6," 120,260.93 "
2020,4," 88,362.41 "
2017,11," 101,981.61 "
2019,6," 646,128.35 "
2018,4," 125,024.79 "
2016,9," 742,337.30 "
2016,5," 183,585.30 "
2019,4," 268,829.90 "
2019,1," 365,225.90 "
2018,7," 682,062.23 "
2017,1," 343,569.17 "
2018,11," 1,148,645.01 "
2019,6," 467,060.03 "
2017,4," 755,124.82 "
2018,8," 4,472.36 "
2020,2," 97,980.69 "
2019,5," 181,389.08 "
2017,6," 494,620.24 "
2017,3," 99,169.54 "
2016,6," 32,960.64 "
2017,12," 1,737,770.25 "
2018,12," 1,867,392.59 "
2018,4," 577,836.51 "
2019,2," 50,845.10 "
2017,8," 146,800.43 "
2018,4," 82,186.16 "
2017,12," 34,200.63 "
2017,10," 1,095,262.27 "
2019,9," 322,699.21 "
2020,3," 208,526.30 "
2018,7," 289,782.62 "
2019,12," 87,853.68 "
2017,1," 5,179,716.93 "
2019,4," 551,877.17 "
2018,10," 829,977.61 "
2018,12," 879,474.85 "
2017,8," 749,410.03 "
2019,7," 65,814.98 "
2016,6," 226,781.59 "
2019,7," 600,420.07 "
2019,6," 39,723.20 "
2018,12," 808,915.26 "
2018,9," 3,450,499.59 "
2017,6," 116,402.27 "
2016,7," 139,026.50 "
2017,11," 114,056.14 "
2017,5," 1,197,046.05 "
2018,5," 132,074.38 "
2018,9," 100,049.08 "
2018,5," 267,329.11 "
2016,6," 34,456.81 "
2019,1," 287,195.17 "
2020,6," 191,637.23 "
2016,7," 576,001.71 "
2018,9," 212,809.96 "
2018,4," 3,090,795.10 "
2019,3," 346,578.80 "
2018,1," 784,387.68 "
2016,12," 2,942,509.57 "
2017,8," 1,191,838.05 "
2019,5," 589,713.48 "
2019,4," 196,320.23 "
2017,12," 404,288.29 "
2019,2," 52,406.94 "
2018,5," 127,122.05 "
2019,5," 230,144.51 "
2018,5," 309,275.72 "
2019,11," 375,177.54 "
2018,1," 473,658.91 "
2017,4," 650,070.78 "
2018,10," 197,005.45 "
2018,12," 217,240.04 "
2016,9," 756,662.22 "
2019,11," 362,676.74 "
2020,8," 196,928.66 "
2019,3," 340,968.93 "
2019,5," 140,086.71 "
2019,1," 281,232.57 "
2018,12," 323,981.91 "
2017,11," 860,318.85 "
2017,1," 972,970.32 "
2020,2," 545,639.44 "
2017,8," 1,200,903.75 "
2016,9," 741,563.62 "
2019,12," 1,453,644.29 "
2020,3," 1,042,427.53 "
2018,8," 143,934.25 "
2017,2," 2,419,203.74 "
2016,12," 972,765.94 "
2019,10," 226,100.36 "
2016,4," 135,348.26 "
2017,5," 176,061.21 "
2017,7," 872,016.65 "
2019,7," 611,425.43 "
2019,11," 187,948.55 "
2019,12," 117,549.68 "
2019,4," 374,817.05 "
2017,11," 879,285.61 "
2016,7," 554,568.63 "
2019,7," 154,754.29 "
2017,11," 506,472.19 "
2019,7," 137,736.26 "
2019,3," 240,705.81 "
2018,8," 93,724.50 "
2018,7," 662,660.22 "
2018,12," 387,914.47 "
2019,6," 887,528.57 "
2019,11," 431,568.15 "
2019,5," 145,930.93 "
2017,9," 220,248.60 "
2017,9," 271,048.01 "
2018,8," 329,121.63 "
2018,11," 311,615.00 "
2019,10," 80,029.61 "
2017,2," 527,540.06 "
2018,11," 1,932,419.40 "
2020,8," 90,371.49 "
2019,9," 239,247.88 "
2018,10," 246,007.55 "
2017,7," 821,627.22 "
2019,9," 75,898.96 "
2019,10," 577,032.47 "
2018,9," 3,258,172.48 "
2017,8," 779,670.38 "
2019,11," 311,104.94 "
2018,2," 342,129.06 "
2017,11," 163,869.70 "
2019,5," 151,253.05 "
2016,7," 429,517.01 "
2017,8," 148,886.74 "
2019,10," 246,868.14 "
2020,3," 596,140.95 "
2019,8," 145,144.91 "
2019,11," 332,133.49 "
2016,9," 1,498,832.78 "
2018,12," 807,830.68 "
2018,10," 509,884.55 "
2016,12," 524,556.97 "
2020,6," 143,633.77 "
2019,12," 81,813.58 "
2020,1," 219,882.44 "
2018,11," 2,203,359.12 "
2018,12," 266,769.96 "
2019,5," 849,835.46 "
2020,8," 84,101.47 "
2018,12," 928,083.81 "
2019,12," 287,513.52 "
2018,7," 94,500.92 "
2020,9," 136,208.77 "
2020,8," 89,226.64 "
2018,2," 86,901.15 "
2019,7," 126,510.42 "
2017,3," 992,845.20 "
2017,9," 560,721.72 "
2018,8," 53,633.71 "
2019,4," 133,909.41 "
2016,9," 116,325.54 "
2016,5," 175,089.11 "
2017,8," 78,379.89 "
2019,4," 190,791.54 "
2019,11," 397,877.40 "
2018,12," 414,819.03 "
2016,5," 829,541.08 "
2019,4," 136,240.83 "
2016,12," 2,166,316.56 "
2017,11," 11,459.57 "
2019,10," 560,067.99 "
2016,11," 393,409.15 "
2019,6," 830,913.81 "
2017,4," 486,258.09 "
2019,1," 592,730.35 "
2019,6," 484,833.70 "
2018,9," 206,542.28 "
2018,12," 235,316.53 "
2016,4," 93,340.96 "
2019,5," 1,632,086.19 "
2020,9," 275,945.00 "
2019,2," 93,672.54 "
2017,8," 700,390.25 "
2017,7," 890,182.44 "
2017,3," 350,330.30 "
2018,2," 133,038.99 "
2017,2," 503,078.74 "
2019,9," 294,996.76 "
2019,6," 191,366.92 "
2019,4," 122,539.82 "
2018,12," 282,425.27 "
2019,9," 362,866.74 "
2017,7," 3,105,022.29 "
2017,3," 88,148.62 "
2018,11," 89,746.52 "
2020,7," 118,284.92 "
2019,11," 343,177.93 "
2017,6," 486,067.81 "
2018,10," 178,282.69 "
2019,5," 315,939.09 "
2018,10," 1,739,734.12 "
2016,7," 574,580.83 "
2017,12," 1,801,574.15 "
2017,12," 140,717.74 "
2019,8," 473,674.03 "
2017,5," 201,140.60 "
2018,11," 76,494.40 "
2017,6," 203,042.30 "
2017,3," 84,471.58 "
2016,2," 433,072.97 "
2018,9," 1,113,289.37 "
2019,11," 295,996.05 "
2019,2," 286,780.60 "
2020,7," 111,282.03 "
2019,2," 178,455.92 "
2020,6," 132,405.96 "
2019,4," 417,465.62 "
2016,12," 524,706.96 "
2019,6," 43,206.86 "
2018,8," 4,922.00 "
2018,4," 110,325.97 "
2018,10," 149,341.88 "
2018,8," 102,821.91 "
2017,8," 1,238,404.91 "
2016,12," 1,092,740.72 "
2018,7," 127,423.88 "
2019,5," 129,701.84 "
2018,7," 31,666.14 "
2019,12," 240,968.77 "
2017,1," 614,506.94 "
2020,1," 406,418.44 "
2017,8," 1,120,418.96 "
2016,12," 530,269.94 "
2018,4," 384,565.10 "
2019,5," 107,280.87 "
2019,10," 40,861.55 "
2020,2," 845,429.76 "
2019,6," 187,379.02 "
2019,2," 748,742.95 "
2018,10," 701,282.52 "
2018,11," 42,097.20 "
2017,11," 530,698.58 "
2018,7," 668,688.80 "
2019,1," 1,209,555.92 "
2018,4," 132,055.15 "
2016,9," 358,344.39 "
2018,8," 719,834.71 "
2016,3," 265,894.04 "
2017,12," 408,802.21 "
2017,11," 154,977.84 "
2019,7," 988,323.64 "
2019,4," 119,523.75 "
2019,6," 38,640.15 "
2019,6," 188,689.50 "
2018,11," 597,600.18 "
2019,2," 310,117.43 "
2020,3," 1,085,290.34 "
2020,7," 173,790.85 "
2018,7," 718,824.29 "
2018,12," 384,216.62 "
2018,7," 189,444.32 "
2018,9," 252,993.26 "
2019,7," 75,704.19 "
2017,6," 491,659.04 "
2020,1," 423,354.36 "
2017,6," 59,884.59 "
2018,7," 119,950.02 "
2020,1," 342,641.59 "
2019,9," 387,262.70 "
2017,6," 183,045.70 "
2017,4," 447,656.72 "
2016,4," 93,401.76 "
2017,8," 342,160.22 "
2018,9," 160,757.00 "
2017,4," 85,144.48 "
2017,10," 1,945,325.64 "
2020,4," 62,540.77 "
2019,5," 261,165.45 "
2018,11," 761,651.13 "
2017,12," 148,129.44 "
2019,10," 82,390.63 "
2020,9," 136,587.29 "
2017,11," 501,182.45 "
2019,8," 192,766.73 "
2020,9," 237,624.69 "
2016,5," 109,131.85 "
2019,5," 175,021.54 "
2020,3," 578,310.31 "
2018,11," 1,504,156.11 "
2016,7," 149,848.93 "
2020,1," 449,505.73 "
2017,12," 1,682,129.64 "
2019,4," 96,008.44 "
2018,11," 1,281,465.65 "
2020,3," 6,108,855.50 "
2016,6," 212,314.88 "
2019,9," 919,590.65 "
2019,4," 124,343.23 "
2019,1," 205,400.45 "
2019,11," 411,381.49 "
2018,12," 835,950.01 "
2016,7," 777,876.31 "
2019,4," 123,311.91 "
2019,2," 274,551.02 "
2016,9," 706,328.35 "
2016,7," 186,357.74 "
2018,12," 248,479.43 "
2019,2," 106,376.76 "
2017,6," 412,010.35 "
2018,1," 476,593.26 "
2017,5," 115,600.06 "
2019,11," 318,124.55 "
2019,2," 88,696.92 "
2019,5," 1,379,029.92 "
2018,1," 818,703.15 "
2018,3," 65,051.45 "
2016,7," 252,975.36 "
2017,11," 605,278.46 "
2017,5," 332,592.23 "
2019,11," 366,915.96 "
2017,10," 205,601.30 "
2020,3," 179,141.56 "
2018,7," 400,456.18 "
2016,7," 315,584.50 "
2016,5," 775,146.50 "
2019,2," 288,405.19 "
2018,10," 950,169.49 "
2019,11," 175,001.97 "
2019,11," 307,519.21 "
2016,7," 748,445.31 "
2018,10," 766,000.85 "
2018,1," 842,121.89 "
2016,12," 886,181.76 "
2018,7," 646,970.99 "
2017,6," 400,564.07 "
2018,10," 861,200.46 "
2019,7," 269,090.85 "
2017,1," 932,010.38 "
2020,4," 365,850.54 "
2017,12," 1,786,183.44 "
2017,10," 984,945.67 "
2017,11," 459,726.56 "
2019,1," 15,851.03 "
2020,5," 3,360,082.33 "
2018,7," 226,607.69 "
2017,6," 912,347.52 "
2016,10," 309,387.22 "
2019,11," 645,046.13 "
2016,9," 345,456.91 "
2019,2," 54,927.92 "
2017,12," 605,332.23 "
2018,6," 442,178.98 "
2017,5," 552,604.60 "
2017,8," 729,753.53 "
2018,8," 31,796.13 "
2019,2," 38,229.23 "
2018,11," 880,846.52 "
2020,3," 143,619.00 "
2019,4," 124,163.31 "
2016,12," 481,586.82 "
2019,1," 32,834.33 "
2017,11," 1,091,314.69 "
2020,6," 205,997.59 "
2017,7," 883,375.23 "
2017,5," 194,894.44 "
2020,4," 221,022.44 "
2018,4," 369,154.59 "
2018,7," 559,779.82 "
2019,11," 443,569.49 "
2018,10," 13,728.87 "
2020,2," 82,283.66 "
2016,11," 657,542.91 "
2016,12," 367,686.24 "
2019,12," 405,506.16 "
2019,10," 307,330.86 "
2020,9," 355,786.93 "
2017,10," 1,028,585.99 "
2018,10," 755,029.89 "
2016,12," 366,957.90 "
2019,1," 339,606.61 "
2018,10," 1,261,325.01 "
2019,4," 90,936.53 "
2018,7," 618,385.87 "
2019,8," 132,339.75 "
2020,6," 371,958.21 "
2019,9," 1,562,540.64 "
2018,6," 1,027,706.22 "
2019,1," 91,160.61 "
2017,2," 474,020.25 "
2016,10," 294,768.74 "
2018,10," 80,216.00 "
2018,11," 1,733,543.76 "
2019,7," 143,637.35 "
2018,12," 175,179.99 "
2019,11," 418,426.33 "
2018,12," 362,251.92 "
2018,11," 42,770.66 "
2020,3," 150,375.15 "
2020,3," 145,195.66 "
2017,7," 556,046.87 "
2018,10," 2,066,421.14 "
2018,6," 959,575.81 "
2018,1," 1,091,695.93 "
2019,3," 215,989.78 "
2019,6," 192,840.21 "
2016,12," 114,680.28 "
2018,7," 83,511.77 "
2018,4," 277,633.99 "
2017,11," 946,979.04 "
2017,9," 229,075.26 "
2018,3," 238,562.43 "
2019,9," 1,466,265.08 "
2018,8," 492,383.65 "
2019,9," 80,774.94 "
2018,8," 31,025.79 "
2019,4," 116,959.33 "
2019,12," 153,023.04 "
2017,8," 775,813.06 "
2017,11," 2,248,083.65 "
2018,10," 105,852.54 "
2018,10," 1,616,087.42 "
2018,4," 578,650.72 "
2018,4," 221,356.51 "
2018,7," 152,679.59 "
2019,12," 397,216.69 "
2017,11," 1,818,310.58 "
2020,3," 1,069,904.96 "
2016,4," 80,956.40 "
2019,11," 427,780.79 "
2019,3," 435,158.27 "
2018,9," 107,028.10 "
2018,9," 340,372.08 "
2017,9," 127,485.30 "
2019,12," 86,951.51 "
2019,8," 188,348.27 "
2018,11," 823,494.28 "
2018,10," 890,337.13 "
2016,12," 2,796,099.93 "
2019,2," 49,457.59 "
2019,9," 953,717.99 "
2016,5," 182,240.76 "
2018,11," 194,210.32 "
2019,5," 157,173.79 "
2016,11," 481,070.14 "
2020,5," 67,749.34 "
2019,3," 59,482.79 "
2019,4," 1,726,403.25 "
2016,9," 101,620.20 "
2018,10," 113,044.28 "
2017,4," 384,735.18 "
2016,10," 269,873.31 "
2017,4," 123,318.98 "
2019,5," 1,544,000.39 "
2019,12," 5,006,578.78 "
2018,7," 150,075.00 "
2017,11," 1,761,475.61 "
2019,4," 122,472.87 "
2018,12," 394,030.81 "
2016,12," 1,956,922.06 "
2019,2," 87,856.41 "
2018,10," 477,241.55 "
2020,7," 396,294.58 "
2018,9," 1,180,706.14 "
2017,12," 160,773.10 "
2019,6," 446,064.58 "
2019,1," 82,050.22 "
2016,6," 202,919.85 "
2018,12," 106,598.90 "
2020,9," 276,673.82 "
2018,12," 457,720.56 "
2017,6," 203,802.67 "
2016,5," 122,125.93 "
2018,4," 185,441.31 "
2018,9," 243,473.70 "
2017,4," 440,635.38 "
2018,2," 730,459.22 "
2018,12," 87,338.26 "
2017,6," 87,780.66 "
2016,12," 387,398.40 "
2018,4," 182,170.22 "
2020,1," 421,949.61 "
2020,2," 420,520.77 "
2018,11," 54,280.29 "
2017,1," 394,339.49 "
2019,12," 428,381.04 "
2018,8," 520,787.67 "
2019,2," 1,034,563.62 "
2018,10," 939,755.49 "
2018,8," 166,857.95 "
2018,5," 294,935.47 "
2019,2," 737,967.37 "
2018,11," 219,280.55 "
2020,4," 261,780.85 "
2019,12," 263,105.62 "
2018,5," 289,955.91 "
2018,8," 1,564,531.16 "
2018,12," 246,922.47 "
2017,12," 656,315.77 "
2019,1," 105,931.14 "
2020,8," 276,618.68 "
2017,2," 1,399,674.62 "
2020,8," 57,742.07 "
2018,10," 734,219.43 "
2018,9," 100,318.67 "
2019,5," 1,491,822.54 "
2019,9," 537,629.61 "
2018,11," 580,663.61 "
2018,5," 224,973.53 "
2019,4," 186,702.96 "
2017,4," 388,096.72 "
2017,11," 208,503.30 "
2018,10," 90,396.84 "
2020,7," 121,173.70 "
2019,1," 69,131.06 "
2019,4," 582,776.65 "
2020,6," 194,613.02 "
2019,7," 885,267.17 "
2018,7," 584,036.93 "
2019,6," 216,337.90 "
2019,9," 913,968.55 "
2019,6," 330,397.23 "
2018,10," 595,384.70 "
2019,12," 380,341.90 "
2019,5," 1,681,482.72 "
2018,1," 209,835.86 "
2019,8," 136,459.33 "
2020,9," 490,531.96 "
2018,12," 336,881.92 "
2017,1," 150,967.09 "
2017,12," 1,939,090.01 "
2019,2," 471,484.45 "
2019,5," 213,146.36 "
2017,5," 343,027.99 "
2019,4," 121,396.42 "
2017,2," 525,071.87 "
2018,5," 171,412.08 "
2019,7," 655,647.12 "
2018,11," 113,517.42 "
2019,10," 250,928.30 "
2016,5," 799,364.95 "
2018,5," 319,074.81 "
2020,2," 103,220.10 "
2020,8," 122,134.39 "
2018,12," 6,074,378.18 "
2019,5," 883,383.67 "
2019,2," 38,922.93 "
2016,8," 2,002,070.90 "
2020,6," 918,586.06 "
2020,7," 109,656.07 "
2018,12," 437,896.79 "
2018,7," 734,919.69 "
2017,6," 102,397.44 "
2017,2," 581,505.24 "
2018,7," 660,615.93 "
2016,7," 889,279.62 "
2016,12," 403,812.81 "
2018,10," 880,231.00 "
2018,8," 192,665.49 "
2018,3," 67,392.19 "
2016,7," 232,816.30 "
2018,3," 259,549.20 "
2020,2," 369,070.37 "
2018,12," 263,545.77 "
2018,7," 459,832.69 "
2020,1," 709,814.29 "
2017,5," 113,283.76 "
2016,6," 1,065,026.51 "
2018,11," 106,523.78 "
2020,7," 157,564.45 "
2017,11," 823,175.97 "
2019,10," 276,542.30 "
2017,8," 824,027.92 "
2016,5," 741,129.85 "
2019,11," 3,489,301.14 "
2019,3," 315,620.78 "
2019,2," 670,141.10 "
2018,12," 75,687.41 "
2017,4," 99,830.98 "
2017,9," 205,755.84 "
2017,8," 155,910.62 "
2018,5," 130,167.96 "
2018,8," 5,132.41 "
2020,4," 63,449.69 "
2017,6," 496,143.67 "
2017,4," 449,848.11 "
2019,10," 2,150,474.89 "
2018,11," 401,573.72 "
2019,2," 287,083.46 "
2018,8," 29,912.31 "
2020,5," 68,041.33 "
2019,4," 1,505,305.48 "
2017,1," 739,121.38 "
2019,7," 158,174.69 "
2018,12," 82,827.11 "
2017,3," 1,117,083.07 "
2017,8," 86,786.70 "
2019,9," 214,885.57 "
2018,11," 91,466.91 "
2019,12," 136,483.48 "
2019,7," 1,438,642.21 "
2019,6," 190,091.26 "
2017,12," 111,775.06 "
2019,11," 233,363.33 "
2018,10," 1,706,654.72 "
2019,2," 108,432.33 "
2018,12," 245,164.59 "
2017,11," 104,175.42 "
2016,7," 1,630,653.21 "
2018,6," 446,071.85 "
2017,5," 307,254.28 "
2020,8," 289,049.96 "
2018,12," 204,227.67 "
2017,4," 228,416.94 "
2016,10," 147,910.97 "
2019,4," 231,439.98 "
2018,8," 744,707.50 "
2018,5," 137,751.17 "
2018,10," 126,126.30 "
2019,7," 574,568.16 "
2018,10," 330,619.51 "
2019,7," 251,624.10 "
2019,6," 42,346.03 "
2017,8," 1,141,888.53 "
2020,7," 112,179.95 "
2016,9," 3,132.37 "
2017,10," 229,870.94 "
2018,7," 29,858.87 "
2017,2," 2,306,915.70 "
2020,2," 819,607.53 "
2020,9," 543,079.36 "
2019,2," 145,709.43 "
2018,6," 154,558.22 "
2019,12," 282,767.63 "
2018,7," 314,775.38 "
2020,9," 141,883.26 "
2016,12," 2,087,208.12 "
2019,7," 1,035,842.59 "
2017,4," 231,869.09 "
2017,11," 103,938.12 "
2017,4," 469,244.68 "
2019,11," 148,105.15 "
2019,2," 35,007.01 "
2017,1," 232,705.93 "
2017,9," 870,180.21 "
2018,10," 638,784.26 "
2018,10," 899,851.14 "
2016,6," 34,569.87 "
2016,7," 575,681.16 "
2017,6," 503,402.41 "
2019,9," 397,978.09 "
2019,7," 595,899.52 "
2020,6," 796,816.74 "
2018,12," 90,860.57 "
2019,12," 1,348,146.17 "
2018,12," 58,450.39 "
2019,4," 98,356.02 "
2019,4," 115,141.31 "
2018,7," 698,558.46 "
2018,3," 558,419.19 "
2018,5," 301,576.48 "
2019,1," 578,610.62 "
2017,8," 156,764.06 "
2018,5," 308,302.48 "
2019,10," 363,946.00 "
2020,7," 574,233.35 "
2019,4," 381,652.30 "
2020,1," 335,417.97 "
2017,8," 733,058.73 "
2016,12," 386,612.11 "
2017,5," 297,586.09 "
2018,2," 228,646.23 "
2019,12," 159,525.42 "
2019,10," 75,820.60 "
2019,4," 168,594.91 "
2020,9," 404,497.03 "
2019,1," 174,654.00 "
2019,11," 166,798.84 "
2018,5," 123,121.83 "
2019,8," 90,898.82 "
2018,7," 491,613.34 "
2020,1," 256,971.99 "
2019,4," 122,394.59 "
2019,9," 890,671.79 "
2018,2," 323,431.77 "
2017,9," 295,864.26 "
2018,5," 132,271.91 "
2019,4," 375,539.60 "
2019,11," 250,103.88 "
2019,3," 64,504.03 "
2019,2," 175,016.29 "
2018,8," 309,110.89 "
2016,11," 74,609.71 "
2017,1," 110,050.19 "
2019,12," 187,780.08 "
2019,1," 99,331.61 "
2017,6," 197,546.48 "
2020,1," 76,989.49 "
2018,9," 551,780.57 "
2017,5," 982,576.15 "
2018,11," 94,725.41 "
2018,10," 1,892,673.54 "
2016,7," 318,391.47 "
2017,12," 1,528,398.52 "
2017,3," 93,151.52 "
2019,9," 229,840.00 "
2019,7," 146,499.69 "
2018,6," 254,091.20 "
2016,1," 228,076.62 "
2019,6," 44,986.48 "
2019,8," 198,304.49 "
2020,2," 173,600.00 "
2018,8," 308,768.38 "
2020,9," 1,233,071.72 "
2018,11," 45,358.56 "
2016,2," 393,303.41 "
2018,5," 344,460.09 "
2018,7," 631,070.69 "
2020,7," 112,523.46 "
2019,1," 272,751.24 "
2016,9," 1,482,587.65 "
2018,11," 261,952.80 "
2019,9," 542,883.71 "
2018,8," 53,468.36 "
2018,8," 52,024.98 "
2018,11," 428,503.17 "
2019,8," 135,854.80 "
2018,7," 187,061.25 "
2019,10," 369,553.66 "
2018,11," 767,177.43 "
2019,9," 183,062.57 "
2019,2," 582,372.45 "
2017,9," 280,396.74 "
2018,12," 601,357.50 "
2017,5," 156,899.31 "
2019,9," 111,260.79 "
2020,4," 67,611.64 "
2019,2," 444,629.24 "
2017,11," 429,477.03 "
2017,1," 5,095,940.71 "
2018,2," 232,854.02 "
2019,8," 135,978.15 "
2020,8," 46,946.60 "
2017,5," 929,256.94 "
2017,5," 373,423.56 "
2018,12," 338,775.98 "
2020,4," 66,923.87 "
2016,12," 2,141,145.17 "
2018,1," 228,506.85 "
2018,7," 689,444.72 "
2020,1," 212,019.08 "
2017,1," 5,131,699.94 "
2018,2," 739,920.85 "
2020,5," 70,382.30 "
2019,8," 1,002,606.97 "
2020,2," 180,730.56 "
2020,2," 2,257,524.15 "
2019,5," 220,579.74 "
2018,5," 1,311,403.21 "
2016,6," 211,197.01 "
2019,1," 425,690.37 "
2019,1," 177,805.39 "
2019,4," 67,439.96 "
2018,10," 158,607.10 "
2018,4," 282,438.35 "
2017,3," 560,251.20 "
2016,12," 129,918.04 "
2016,1," 671,416.92 "
2020,7," 105,677.81 "
2020,1," 159,884.09 "
2019,1," 125,154.09 "
2019,11," 198,430.16 "
2020,9," 119,428.16 "
2019,10," 412,076.99 "
2017,10," 211,940.72 "
2018,8," 169,179.31 "
2019,4," 207,603.40 "
2018,11," 448,163.08 "
2017,2," 552,072.69 "
2018,12," 304,116.28 "
2020,6," 192,378.21 "
2018,2," 85,574.76 "
2018,7," 179,102.66 "
2019,5," 549,045.11 "
2020,2," 93,402.17 "
2018,8," 538,284.31 "
2020,9," 125,684.64 "
2019,2," 328,011.64 "
2017,4," 213,741.00 "
2017,10," 1,110,762.17 "
2020,6," 1,923,490.64 "
2018,8," 348,314.36 "
2017,4," 452,208.53 "
2019,6," 108,437.34 "
2019,7," 1,057,128.18 "
2016,12," 478,254.26 "
2016,9," 3,039.42 "
2016,8," 601,841.62 "
2018,7," 856,505.23 "
2019,2," 659,400.91 "
2019,8," 1,001,112.04 "
2018,11," 99,004.15 "
2019,1," 369,003.16 "
2017,2," 546,323.29 "
2016,5," 105,389.80 "
2019,10," 261,556.72 "
2020,8," 241,035.77 "
2018,6," 161,611.51 "
2020,4," 96,089.42 "
2020,9," 241,592.88 "
2019,3," 312,488.47 "
2016,7," 417,612.87 "
2020,8," 186,554.15 "
2018,8," 47,650.00 "
2020,4," 449,104.64 "
2017,10," 90,912.13 "
2016,12," 1,359,280.35 "
2019,4," 369,104.15 "
2018,5," 296,694.99 "
2019,4," 224,590.35 "
2017,8," 1,058,204.78 "
2017,1," 5,175,317.40 "
2016,12," 310,822.60 "
2019,11," 177,662.99 "
2018,3," 646,266.73 "
2019,12," 206,716.58 "
2017,11," 1,118,044.62 "
2018,4," 187,884.73 "
2018,6," 916,364.83 "
2019,5," 287,793.65 "
2018,12," 2,749,698.22 "
2020,9," 363,845.49 "
2018,12," 246,477.79 "
2018,12," 428,463.75 "
2018,12," 1,388,481.19 "
2016,10," 166,511.86 "
2019,5," 106,595.67 "
2017,3," 390,793.97 "
2017,5," 8,792.14 "
2017,4," 95,171.87 "
2019,2," 191,313.34 "
2020,4," 68,934.43 "
2018,11," 605,894.65 "
2019,8," 124,203.82 "
2017,9," 286,600.34 "
2020,1," 415,719.04 "
2020,5," 1,945,092.74 "
2017,3," 388,397.98 "
2020,3," 155,681.51 "
2016,7," 931,825.35 "
2018,12," 1,581,458.93 "
2020,2," 597,842.23 "
2017,4," 98,314.01 "
2019,3," 122,176.78 "
2018,9," 302,547.29 "
2017,4," 620,753.77 "
2018,8," 553,205.09 "
2019,3," 223,334.91 "
2019,8," 139,194.82 "
2017,5," 156,362.45 "
2017,11," 621,032.31 "
2019,11," 451,514.97 "
2019,4," 264,672.55 "
2016,5," 100,476.61 "
2018,12," 392,435.93 "
2019,11," 280,235.25 "
2019,1," 184,092.95 "
2019,9," 519,095.61 "
2016,10," 444,753.95 "
2020,4," 95,379.62 "
2017,6," 999,009.05 "
2020,2," 93,572.02 "
2019,2," 105,652.62 "
2018,11," 1,172,315.39 "
2017,5," 142,789.24 "
2019,8," 249,065.63 "
2019,2," 44,221.30 "
2018,10," 945,864.97 "
2016,9," 3,179.52 "
2018,9," 3,046,510.82 "
2018,9," 424,266.72 "
2018,5," 292,193.04 "
2018,5," 176,696.71 "
2017,4," 231,717.77 "
2019,9," 339,414.95 "
2019,6," 218,939.26 "
2019,7," 909,932.20 "
2019,1," 280,750.58 "
2018,12," 239,748.54 "
2018,8," 510,756.45 "
2017,12," 145,131.67 "
2018,1," 223,565.89 "
2018,11," 42,893.66 "
